x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,classes
2.163949983296366,0.015728683653510656,-1.136592710032624,2.1825709028724747,-1.5520510258563767,-0.9090674332545504,1.7910838454053386,-1.0948936098298514,0.3082724237018813,-0.9123653215215453,0
1.3644641927659775,-1.3597413537038703,-1.881797533825026,-0.4842309257636328,-1.9743011673335398,-0.017010254960392292,2.1849087256939606,-1.0123081046939046,-0.7747736565368218,-3.7028032968001057,0
1.2371328552103797,0.9459648114641093,-0.008632646089082523,0.8896450260068001,0.34813246987495594,-1.863290471555267,-1.0932290693579796,0.05770528705620581,1.6467537057837454,-0.8348843817806935,2
0.5300193613936472,2.739018531027593,1.1681515267704727,-0.18296722964611772,-0.31354552402977437,1.274500371241214,1.0979523345733784,-0.9096847511557331,1.4905638557361343,2.300722257109729,1
-1.1694033577687222,-0.38784095602558866,0.04906679420256338,-2.1363579156460246,-1.839488409083604,-0.6359545674296041,-0.13634102662154224,0.35795187057739786,-0.37602902893009943,-2.3234941378341154,2
2.632566947052185,-2.1870443266664865,-2.877434664061817,1.2145697160261641,-0.9324064623947546,-1.7517379193443883,-0.37127372267598147,-1.623787935500338,-0.5939500579228705,0.666200371238554,0
0.4148803283698109,-0.15742774553170114,1.19216411237307,1.3159239407556849,-1.487843586193835,-1.5308939496442555,-1.4672588672498272,2.6008865132362637,0.7143354180955076,-0.5274070378808892,2
0.6964280614356851,2.3367941630970783,0.9376705000928007,-1.4089212704287295,0.9867260232761577,1.6517985714038337,2.1129896693078134,-1.26873555077499,0.7510788552098857,3.4824374944905383,0
-2.0112194189982127,-0.8513657371908672,1.21354700262538,1.3937589269104087,0.3879959047056933,1.6058985739772589,2.7904900607920666,1.3186493520701816,-2.263387700846188,-0.265533783687512,2
-0.5841889744800861,-3.062913224760651,-1.9405690037630403,-0.7409222612287552,-0.14774500062750753,-0.9612567340334955,1.8704231636566893,-0.8148819793560851,-2.9454167809628955,-1.3765560070813785,0
-1.187889501625056,-1.3316562074517182,-0.8443999343325734,0.3865699343809726,1.3842590089223774,-0.29429780105476183,-0.33267754637647173,-1.1859476605692332,-1.749922668644724,3.0761555840422985,1
-1.2304751764980915,-0.020875040861444316,-0.4784330455857447,-0.06496962502747176,0.06580485462191618,-0.8169943451580571,-1.2840319446914992,-0.7456935639569353,0.1156305164273121,-1.5301615640797719,1
